region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
Australia,Historical,EV sales,Cars,PHEV,2018,Vehicles,1800.0,59820.0,,10.43,1868.0,268.24,50.0,139.28,1243.0,4.0,128.0,88457.0
Australia,Historical,EV sales,Cars,PHEV,2019,Vehicles,2900.0,30381.0,410.0,11.57,,316.03,47.0,114.63,1091.0,,251.0,
Australia,Historical,EV stock,Cars,PHEV,2019,Vehicles,8600.0,75517.0,285.0,4.59,2865.0,326.61,,,2364.0,3.0,287.0,48799.0
Australia,Historical,EV stock share,Cars,EV,2019,percent,0.140000000596046,40674.0,497.0,2.93,235.0,46.72,72.0,144.87,,,201.0,45354.0
Australia,Historical,EV sales share,Cars,EV,2019,percent,1.20000004768372,50543.0,425.0,3.49,1648.0,280.16,79.0,185.88,1840.0,4.0,,45958.0
Australia,Historical,EV charging points,EV,Publicly available slow,2019,charging points,1700.0,44842.0,552.0,2.51,1627.0,359.24,86.0,155.8,1129.0,5.0,,60405.0
Australia,Historical,EV sales,Cars,BEV,2019,Vehicles,6300.0,36934.0,,,2588.0,453.42,48.0,109.59,,4.0,,
Australia,Historical,EV stock,Cars,BEV,2019,Vehicles,12000.0,,197.0,,4078.0,321.35,64.0,324.87,1337.0,5.0,280.0,21816.0
Australia,Historical,EV stock,Cars,BEV,2020,Vehicles,17000.0,39063.0,532.0,5.65,,831.84,,118.42,,6.0,281.0,62813.0
Australia,Historical,EV sales,Cars,BEV,2020,Vehicles,5200.0,78827.0,,,,171.27,74.0,140.68,1376.0,3.0,273.0,81716.0
Australia,Historical,EV charging points,EV,Publicly available slow,2020,charging points,2300.0,,106.0,9.61,2161.0,,89.0,839.62,1847.0,7.0,202.0,
Australia,Historical,EV sales share,Cars,EV,2020,percent,1.10000002384186,55294.0,,2.32,,351.83,82.0,206.03,2021.0,3.0,,34492.0
Australia,Historical,EV stock share,Cars,EV,2020,percent,0.180000007152557,67286.0,455.0,11.6,1120.0,203.84,25.0,54.95,1741.0,7.0,227.0,94136.0
Australia,Historical,EV stock,Cars,PHEV,2020,Vehicles,10000.0,77562.0,220.0,,4052.0,,32.0,145.45,1215.0,,206.0,
Australia,Historical,EV sales,Cars,PHEV,2020,Vehicles,1700.0,49289.0,572.0,6.88,241.0,55.14,,,1489.0,7.0,211.0,
Australia,Historical,EV sales,Cars,PHEV,2021,Vehicles,3400.0,46039.0,328.0,6.65,3605.0,,55.0,167.68,,2.0,218.0,65160.0
Australia,Historical,EV stock,Cars,PHEV,2021,Vehicles,14000.0,,517.0,11.08,,579.04,64.0,123.79,2382.0,2.0,191.0,11676.0
Australia,Historical,EV stock,Cars,FCEV,2021,Vehicles,44.0,77833.0,517.0,11.09,3667.0,758.34,97.0,187.62,2041.0,5.0,294.0,51813.0
Australia,Historical,EV stock share,Cars,EV,2021,percent,0.319999992847443,39358.0,485.0,6.87,,539.51,44.0,90.72,1055.0,6.0,217.0,
Australia,Historical,EV sales share,Cars,EV,2021,percent,2.79999995231628,34908.0,460.0,7.25,639.0,117.58,,93.48,2086.0,,93.0,10632.0
Australia,Historical,EV charging points,EV,Publicly available fast,2021,charging points,320.0,66088.0,128.0,,3644.0,186.57,79.0,617.19,,5.0,132.0,97835.0
Australia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,2000.0,62955.0,,2.11,1316.0,,56.0,294.74,2348.0,2.0,223.0,
Australia,Historical,EV sales,Cars,BEV,2021,Vehicles,17000.0,32787.0,463.0,,3817.0,706.91,59.0,127.43,1835.0,4.0,170.0,88179.0
Australia,Historical,EV stock,Cars,BEV,2021,Vehicles,34000.0,73191.0,296.0,2.02,1839.0,,53.0,179.05,1878.0,2.0,87.0,5389.0
Australia,Historical,EV sales,Cars,FCEV,2021,Vehicles,44.0,41908.0,224.0,10.08,1624.0,145.51,90.0,401.79,1299.0,6.0,236.0,69399.0
Australia,Historical,EV sales,Cars,FCEV,2022,Vehicles,15.0,54837.0,327.0,3.42,805.0,105.29,61.0,186.54,1288.0,,,6200.0
Australia,Historical,EV stock,Cars,BEV,2022,Vehicles,67000.0,55954.0,525.0,,3699.0,776.79,74.0,140.95,1848.0,,188.0,81159.0
Australia,Historical,EV sales,Cars,BEV,2022,Vehicles,33000.0,,515.0,10.29,,,36.0,69.9,1270.0,4.0,91.0,89714.0
Australia,Historical,EV sales share,Cars,EV,2022,percent,5.09999990463257,41478.0,187.0,2.77,3802.0,284.39,64.0,342.25,2035.0,3.0,139.0,69215.0
Australia,Historical,EV stock,Cars,FCEV,2022,Vehicles,100.0,77185.0,454.0,2.57,4269.0,775.25,73.0,160.79,1289.0,4.0,231.0,16017.0
Australia,Historical,EV stock,Cars,PHEV,2022,Vehicles,21000.0,37807.0,136.0,,1564.0,85.08,99.0,727.94,,2.0,214.0,91789.0
Australia,Historical,EV sales,Cars,PHEV,2022,Vehicles,5900.0,35272.0,262.0,,2936.0,,92.0,351.15,2105.0,6.0,113.0,77544.0
Australia,Historical,EV stock share,Cars,EV,2022,percent,0.589999973773956,39087.0,591.0,,59.0,13.95,,96.45,,2.0,84.0,34177.0
Australia,Historical,EV charging points,EV,Publicly available fast,2022,charging points,470.0,,194.0,11.06,,324.68,36.0,185.57,2281.0,,185.0,75083.0
Australia,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2100.0,31431.0,,10.9,1030.0,58.92,42.0,293.71,1390.0,4.0,220.0,
Australia,Historical,EV charging points,EV,Publicly available fast,2023,charging points,660.0,76745.0,,2.41,2645.0,408.39,60.0,,1988.0,6.0,132.0,43565.0
Australia,Historical,EV charging points,EV,Publicly available slow,2023,charging points,2100.0,63744.0,579.0,,3136.0,726.3,21.0,36.27,,7.0,86.0,10732.0
Australia,Historical,EV stock share,Cars,EV,2023,percent,1.20000004768372,,127.0,,1761.0,89.46,80.0,629.92,1781.0,6.0,278.0,72522.0
Australia,Historical,EV sales,Cars,PHEV,2023,Vehicles,11000.0,,,6.85,3765.0,272.59,58.0,320.44,1984.0,5.0,286.0,73233.0
Australia,Historical,EV stock,Cars,PHEV,2023,Vehicles,31000.0,60289.0,424.0,7.35,2284.0,387.37,83.0,,1095.0,3.0,272.0,97812.0
Australia,Historical,EV stock,Cars,FCEV,2023,Vehicles,65.0,32631.0,556.0,4.61,1914.0,425.67,45.0,80.94,1366.0,,282.0,69020.0
Australia,Historical,EV sales share,Cars,EV,2023,percent,12.0,46476.0,249.0,3.41,,28.19,91.0,365.46,1046.0,4.0,252.0,
Australia,Historical,EV sales,Cars,BEV,2023,Vehicles,87000.0,,345.0,,1708.0,235.7,28.0,81.16,2015.0,6.0,80.0,94486.0
Australia,Historical,EV stock,Cars,BEV,2023,Vehicles,150000.0,,368.0,4.71,1454.0,,66.0,179.35,1417.0,5.0,231.0,75234.0
Australia,Historical,EV sales,Cars,FCEV,2023,Vehicles,6.0,47561.0,554.0,4.33,4752.0,,82.0,148.01,1141.0,2.0,193.0,70227.0
Austria,Historical,EV stock,Cars,BEV,2010,Vehicles,350.0,66635.0,274.0,1.19,3706.0,406.18,,186.13,1381.0,5.0,252.0,96605.0
Austria,Historical,EV stock share,Cars,EV,2010,percent,0.00789999961853,42357.0,432.0,11.4,,208.22,74.0,171.3,1376.0,4.0,173.0,72678.0
Austria,Historical,EV stock share,Cars,EV,2011,percent,0.021999999880791,64589.0,435.0,10.2,1715.0,298.41,,209.2,1711.0,5.0,,61985.0
Austria,Historical,EV charging points,EV,Publicly available fast,2011,charging points,0.100000001490116,52279.0,363.0,6.86,1280.0,,85.0,234.16,,4.0,228.0,23990.0
Austria,Historical,EV charging points,EV,Publicly available slow,2011,charging points,0.100000001490116,30440.0,287.0,9.19,2976.0,341.64,56.0,195.12,2230.0,3.0,250.0,99293.0
Austria,Historical,EV stock,Cars,BEV,2011,Vehicles,990.0,75596.0,396.0,6.14,3558.0,,68.0,171.72,1487.0,4.0,203.0,64873.0
Austria,Historical,EV stock,Cars,BEV,2012,Vehicles,1400.0,76093.0,563.0,6.91,1312.0,295.46,70.0,,2146.0,3.0,,26602.0
Austria,Historical,EV stock,Cars,PHEV,2012,Vehicles,140.0,52609.0,,7.6,1197.0,96.72,95.0,470.3,1754.0,3.0,244.0,64991.0
Austria,Historical,EV charging points,EV,Publicly available fast,2012,charging points,0.100000001490116,51481.0,338.0,2.04,,321.91,40.0,118.34,1965.0,7.0,291.0,90532.0
Austria,Historical,EV charging points,EV,Publicly available slow,2012,charging points,0.100000001490116,72024.0,,6.79,3532.0,614.57,,101.15,2466.0,7.0,250.0,70370.0
Austria,Historical,EV stock share,Cars,EV,2012,percent,0.032999999821186,61993.0,594.0,4.94,4623.0,1098.42,59.0,99.33,1747.0,5.0,119.0,59486.0
Austria,Historical,EV stock share,Cars,EV,2013,percent,0.052999999374151,57408.0,417.0,3.16,2294.0,382.64,95.0,,2139.0,5.0,120.0,50462.0
Austria,Historical,EV sales share,Cars,EV,2013,percent,0.200000002980232,56945.0,371.0,2.74,4124.0,612.0,85.0,229.11,,5.0,207.0,78641.0
Austria,Historical,EV charging points,EV,Publicly available fast,2013,charging points,0.100000001490116,72924.0,295.0,5.84,4268.0,503.62,61.0,,,5.0,154.0,99519.0
Austria,Historical,EV charging points,EV,Publicly available slow,2013,charging points,0.100000001490116,,364.0,2.5,4135.0,602.06,83.0,228.02,2014.0,3.0,,15605.0
Austria,Historical,EV stock,Cars,PHEV,2013,Vehicles,410.0,47546.0,286.0,8.48,3864.0,,47.0,,,7.0,261.0,84809.0
Austria,Historical,EV stock,Cars,BEV,2013,Vehicles,2100.0,42250.0,447.0,3.4,3207.0,573.41,66.0,147.65,1557.0,7.0,199.0,56591.0
Austria,Historical,EV sales,Cars,BEV,2013,Vehicles,650.0,32505.0,112.0,4.16,1372.0,61.47,80.0,714.29,1559.0,5.0,86.0,5977.0
Austria,Historical,EV sales,Cars,BEV,2014,Vehicles,1700.0,,192.0,2.01,99.0,7.6,86.0,,1067.0,7.0,145.0,45591.0
Austria,Historical,EV stock,Cars,BEV,2014,Vehicles,3400.0,42213.0,504.0,,2649.0,534.04,39.0,77.38,,6.0,262.0,98576.0
Austria,Historical,EV sales,Cars,FCEV,2014,Vehicles,6.0,42344.0,505.0,,1743.0,352.09,58.0,114.85,1278.0,6.0,89.0,92701.0
Austria,Historical,EV stock,Cars,FCEV,2014,Vehicles,3.0,,548.0,2.23,,492.98,53.0,96.72,2027.0,6.0,215.0,
Austria,Historical,EV stock,Cars,PHEV,2014,Vehicles,780.0,,335.0,5.4,2277.0,305.12,32.0,95.52,1867.0,7.0,271.0,74340.0
Austria,Historical,EV charging points,EV,Publicly available fast,2014,charging points,0.100000001490116,,176.0,9.52,2632.0,185.29,21.0,119.32,1955.0,6.0,238.0,98404.0
Austria,Historical,EV charging points,EV,Publicly available slow,2014,charging points,0.100000001490116,56810.0,470.0,7.36,2078.0,390.66,73.0,155.32,1862.0,3.0,,84908.0
Austria,Historical,EV sales share,Cars,EV,2014,percent,0.569999992847443,60079.0,409.0,1.6,,575.71,45.0,110.02,2231.0,2.0,284.0,4644.0
Austria,Historical,EV stock share,Cars,EV,2014,percent,0.089000001549721,,,4.93,567.0,53.98,94.0,394.96,1926.0,2.0,245.0,83001.0
Austria,Historical,EV stock share,Cars,EV,2015,percent,0.140000000596046,30681.0,,3.04,,656.08,54.0,120.27,1124.0,,,68012.0
Austria,Historical,EV sales share,Cars,EV,2015,percent,0.899999976158142,47588.0,298.0,4.53,3311.0,394.67,35.0,117.45,2345.0,4.0,221.0,90162.0
Austria,Historical,EV charging points,EV,Publicly available fast,2015,charging points,0.100000001490116,56328.0,211.0,11.78,1893.0,159.77,80.0,379.15,1153.0,4.0,278.0,69996.0
Austria,Historical,EV charging points,EV,Publicly available slow,2015,charging points,0.100000001490116,,248.0,10.38,581.0,57.64,39.0,157.26,,3.0,219.0,
Austria,Historical,EV stock,Cars,PHEV,2015,Vehicles,1500.0,,272.0,10.47,1708.0,185.83,,,,4.0,144.0,40562.0
Austria,Historical,EV stock,Cars,FCEV,2015,Vehicles,6.0,48210.0,581.0,4.53,3393.0,788.53,22.0,37.87,,3.0,,55326.0
Austria,Historical,EV sales,Cars,FCEV,2015,Vehicles,4.0,30526.0,540.0,4.69,2837.0,612.79,85.0,157.41,2347.0,,230.0,95.0
Austria,Historical,EV sales,Cars,PHEV,2015,Vehicles,1100.0,62763.0,236.0,10.04,2985.0,281.78,29.0,122.88,,4.0,239.0,18187.0
Austria,Historical,EV stock,Cars,BEV,2015,Vehicles,5000.0,44655.0,181.0,7.54,,220.89,69.0,381.22,1203.0,7.0,188.0,89996.0
Austria,Historical,EV sales,Cars,BEV,2015,Vehicles,1700.0,54383.0,435.0,4.36,,303.98,,140.23,2295.0,2.0,147.0,60370.0
Austria,Historical,EV sales,Cars,BEV,2016,Vehicles,3800.0,31271.0,535.0,,60.0,12.84,52.0,97.2,1789.0,5.0,92.0,3718.0
Austria,Historical,EV stock,Cars,BEV,2016,Vehicles,9100.0,,260.0,10.29,2746.0,,78.0,300.0,,2.0,75.0,35500.0
Austria,Historical,EV sales,Cars,PHEV,2016,Vehicles,1200.0,54823.0,537.0,7.49,4953.0,1063.9,47.0,87.52,1193.0,2.0,122.0,73139.0
Austria,Historical,EV stock,Cars,FCEV,2016,Vehicles,13.0,41500.0,394.0,8.44,4820.0,,81.0,205.58,2444.0,5.0,209.0,88993.0
Austria,Historical,EV stock,Cars,PHEV,2016,Vehicles,2300.0,,462.0,4.08,2381.0,440.01,67.0,145.02,1759.0,,131.0,42984.0
Austria,Historical,EV charging points,EV,Publicly available fast,2016,charging points,0.100000001490116,32105.0,150.0,,311.0,18.66,70.0,466.67,1598.0,7.0,166.0,28861.0
Austria,Historical,EV charging points,EV,Publicly available slow,2016,charging points,0.100000001490116,63008.0,,2.16,3572.0,684.4,73.0,152.4,2475.0,7.0,155.0,62784.0
Austria,Historical,EV sales share,Cars,EV,2016,percent,1.5,79442.0,150.0,4.92,2329.0,139.74,86.0,,1165.0,4.0,212.0,23064.0
Austria,Historical,EV stock share,Cars,EV,2016,percent,0.239999994635582,,,4.47,2474.0,249.38,95.0,376.98,1667.0,7.0,142.0,
Austria,Historical,EV stock share,Cars,EV,2017,percent,0.379999995231628,48980.0,514.0,,3447.0,708.7,92.0,178.99,1133.0,6.0,103.0,99177.0
Austria,Historical,EV sales share,Cars,EV,2017,percent,2.0,50559.0,275.0,,3376.0,371.36,96.0,349.09,1987.0,2.0,81.0,10282.0
Austria,Historical,EV charging points,EV,Publicly available fast,2017,charging points,0.100000001490116,53742.0,,10.36,,143.4,27.0,70.5,,2.0,248.0,60028.0
Austria,Historical,EV charging points,EV,Publicly available slow,2017,charging points,0.100000001490116,,253.0,5.75,2463.0,249.26,52.0,205.53,1963.0,,135.0,94874.0
Austria,Historical,EV stock,Cars,PHEV,2017,Vehicles,3900.0,53050.0,186.0,5.95,482.0,35.86,89.0,478.49,,,80.0,38266.0
Austria,Historical,EV stock,Cars,FCEV,2017,Vehicles,19.0,42047.0,585.0,,2680.0,627.12,91.0,155.56,1715.0,7.0,219.0,11243.0
Austria,Historical,EV sales,Cars,FCEV,2017,Vehicles,2.0,50971.0,140.0,3.47,,164.64,57.0,,,3.0,130.0,
Austria,Historical,EV sales,Cars,PHEV,2017,Vehicles,1700.0,78314.0,394.0,5.03,,23.64,67.0,170.05,1383.0,4.0,77.0,74796.0
Austria,Historical,EV stock,Cars,BEV,2017,Vehicles,15000.0,79531.0,323.0,5.69,3027.0,391.09,51.0,157.89,1288.0,,198.0,72525.0
Austria,Historical,EV sales,Cars,BEV,2017,Vehicles,5400.0,59615.0,304.0,,1477.0,,54.0,,1320.0,5.0,153.0,30527.0
Austria,Historical,EV sales,Cars,BEV,2018,Vehicles,6800.0,,,9.94,595.0,140.66,,76.14,2289.0,3.0,187.0,70414.0
Austria,Historical,EV stock,Cars,BEV,2018,Vehicles,21000.0,,295.0,11.0,4868.0,574.42,87.0,,2083.0,5.0,123.0,4500.0
Austria,Historical,EV sales,Cars,PHEV,2018,Vehicles,2300.0,72307.0,489.0,3.54,1508.0,,,194.27,1331.0,,132.0,40646.0
Austria,Historical,EV sales,Cars,FCEV,2018,Vehicles,7.0,61117.0,275.0,,,37.07,31.0,112.73,2408.0,7.0,269.0,35244.0
Austria,Historical,EV stock,Cars,FCEV,2018,Vehicles,24.0,,591.0,4.12,,,43.0,72.76,1431.0,6.0,284.0,65977.0
Austria,Historical,EV stock,Cars,PHEV,2018,Vehicles,5700.0,79691.0,206.0,2.58,3926.0,323.5,71.0,344.66,,5.0,179.0,57491.0
Austria,Historical,EV charging points,EV,Publicly available fast,2018,charging points,0.100000001490116,,351.0,10.43,3016.0,423.45,,59.83,1585.0,3.0,237.0,82740.0
Austria,Historical,EV charging points,EV,Publicly available slow,2018,charging points,0.100000001490116,41908.0,338.0,10.77,1722.0,232.81,21.0,62.13,1877.0,2.0,,81716.0
Austria,Historical,EV sales share,Cars,EV,2018,percent,2.59999990463257,40293.0,406.0,8.17,1112.0,180.59,38.0,,2299.0,,263.0,13392.0
Austria,Historical,EV stock share,Cars,EV,2018,percent,0.529999971389771,,,9.38,1662.0,180.83,49.0,180.15,1021.0,7.0,87.0,
Austria,Historical,EV stock share,Cars,EV,2019,percent,0.75,39346.0,251.0,9.49,,,,243.03,1404.0,,164.0,15238.0
Austria,Historical,EV sales share,Cars,EV,2019,percent,3.5,31594.0,174.0,1.41,1812.0,126.12,63.0,,,4.0,,
Austria,Historical,EV charging points,EV,Publicly available fast,2019,charging points,0.100000001490116,64152.0,190.0,3.84,4188.0,318.29,81.0,426.32,1374.0,6.0,149.0,73668.0
Austria,Historical,EV charging points,EV,Publicly available slow,2019,charging points,0.100000001490116,79559.0,206.0,,,24.88,62.0,300.97,1704.0,2.0,197.0,29561.0
Austria,Historical,EV stock,Cars,PHEV,2019,Vehicles,8000.0,43602.0,497.0,3.96,928.0,,37.0,74.45,2149.0,2.0,112.0,64165.0
Austria,Historical,EV stock,Cars,FCEV,2019,Vehicles,41.0,60139.0,456.0,11.29,2941.0,536.44,97.0,,1764.0,2.0,121.0,72968.0
Austria,Historical,EV sales,Cars,FCEV,2019,Vehicles,19.0,72447.0,168.0,5.82,2930.0,196.9,49.0,291.67,1548.0,6.0,256.0,
Austria,Historical,EV stock,Cars,BEV,2019,Vehicles,30000.0,74902.0,,,3267.0,469.14,44.0,,2171.0,7.0,75.0,12396.0
Austria,Historical,EV sales,Cars,BEV,2019,Vehicles,9300.0,31976.0,537.0,10.42,4681.0,1005.48,43.0,80.07,,3.0,243.0,40716.0
Austria,Historical,EV sales,Cars,PHEV,2019,Vehicles,2200.0,71033.0,,7.61,2467.0,,24.0,77.67,2361.0,3.0,211.0,86048.0
Austria,Historical,EV sales,Cars,PHEV,2020,Vehicles,7600.0,,488.0,10.22,3584.0,699.6,,84.02,,2.0,210.0,71184.0
Austria,Historical,EV sales,Cars,BEV,2020,Vehicles,16000.0,,201.0,3.51,664.0,53.39,44.0,218.91,2163.0,5.0,249.0,97231.0
Austria,Historical,EV stock,Cars,BEV,2020,Vehicles,45000.0,38551.0,150.0,1.16,1906.0,,,373.33,1055.0,6.0,123.0,85747.0
Austria,Historical,EV sales,Cars,FCEV,2020,Vehicles,14.0,74039.0,,8.94,,744.84,90.0,,1861.0,5.0,242.0,32482.0
Austria,Historical,EV stock,Cars,FCEV,2020,Vehicles,45.0,52533.0,268.0,7.17,2938.0,,74.0,276.12,1903.0,3.0,,43925.0
Austria,Historical,EV stock,Cars,PHEV,2020,Vehicles,15000.0,63210.0,591.0,10.3,1718.0,,99.0,167.51,1269.0,4.0,209.0,67818.0
Austria,Historical,EV charging points,EV,Publicly available fast,2020,charging points,0.100000001490116,50007.0,304.0,10.88,,373.56,47.0,154.61,2316.0,,246.0,42534.0
Austria,Historical,EV charging points,EV,Publicly available slow,2020,charging points,0.100000001490116,54449.0,140.0,6.42,2435.0,136.36,52.0,371.43,2387.0,,131.0,56724.0
