region,category,parameter,mode,powertrain,year,unit,value,Log_price,Log_range_km,Log_charging_time,Log_sales_volume,Log_co2_saved,Log_battery_capacity,Log_energy_efficiency,Log_weight_kg,Log_number_of_seats,Log_motor_power,Log_distance_traveled
Australia,Historical,EV sales share,Cars,EV,2017,percent,0.259999990463257,10.898972016421329,5.857361562584502,1.8594181177018698,7.4999765409521215,5.644775294076169,4.110873864173311,5.283152966028264,7.7336835707759,1.6094379124341003,5.19295685089021,11.365677572659276
Australia,Historical,EV charging points,EV,Publicly available fast,2017,charging points,40.0,10.914484099805042,6.284134161070802,1.5282278570085572,7.691423918978225,6.126301337330193,4.477336814478207,5.10096338692012,7.387090235656757,1.0986122886681098,5.231322497723759,10.825806677082591
Australia,Historical,EV charging points,EV,Publicly available slow,2017,charging points,440.0,10.753339291853713,5.9933128379655995,2.105352923464337,6.222576268071369,4.354398467556408,3.8844462376579116,5.012367126941014,7.059617628291383,0.6931471805599453,5.5134287461649825,10.83780698628955
Australia,Historical,EV sales,Cars,BEV,2017,Vehicles,1200.0,10.92722901404805,6.16541785423142,2.4168062370840686,8.503702601233739,6.845071037604747,3.8897773964808264,4.74970333672039,7.585849733582453,0.6931471805599453,5.5909869805108565,10.823743811304944
Australia,Historical,EV stock,Cars,BEV,2017,Vehicles,3400.0,11.140817760516061,5.0369526024136295,1.944480556245719,8.184792654165078,5.397710110426072,3.4028626609812167,5.397166730590206,7.045776576879511,1.0986122886681098,4.394449154672439,11.069400170037524
Australia,Historical,EV stock,Cars,BEV,2018,Vehicles,5200.0,10.902276190999405,5.978885764901122,1.8578592709325787,6.573680166960646,4.971547905388209,4.0669733654259685,5.18464462205946,7.480264728116255,1.501852701754163,4.787491742782046,11.07126825283867
Australia,Historical,EV sales,Cars,BEV,2018,Vehicles,1800.0,10.907320370548897,5.762617260377094,2.152924318439639,7.848281933813973,5.772686453303412,4.140114296466289,5.563025036939939,7.3987862754199485,1.4951487660319727,5.228752903162127,11.231039893632255
Australia,Historical,EV charging points,EV,Publicly available slow,2018,charging points,670.0,11.033695402793988,6.163314804034641,0.27763173659827955,7.783224016336037,6.1224928095143865,4.499809670330265,5.2442307006442705,7.583756300707112,1.6094379124341003,5.226713947688344,11.166328142227036
Australia,Historical,EV sales share,Cars,EV,2018,percent,0.419999986886978,10.921653774414573,5.288267030694535,1.7369512327330598,8.191740021277457,5.655956845173597,4.077876369514794,5.699305802629123,7.386978774336816,1.9459101490553132,5.0689042022202315,10.824730004384216
Australia,Historical,EV stock share,Cars,EV,2018,percent,0.076999999582768,10.539508671673955,6.206575926724928,1.2178757094949273,7.946182224336881,6.369712608922593,4.246779485265856,4.977836582344869,7.667158255319148,1.5040773967762742,5.240688253711401,10.174315895415749
Australia,Historical,EV stock,Cars,PHEV,2018,Vehicles,5700.0,10.936708512084845,5.41610040220442,1.8991179875485542,8.445482343862237,6.037536735210365,3.828641396489095,5.236016340350657,7.415175109613295,1.0986122886681098,5.662960480135946,9.978873279442018
Australia,Historical,EV sales,Cars,PHEV,2018,Vehicles,1800.0,10.99909533218394,5.994858780175997,2.344686269012681,7.532623618788788,5.591882102157973,3.912023005428146,4.936486295459933,7.1252830915107115,1.3862943611198906,4.852030263919617,11.390271837213957
Australia,Historical,EV sales,Cars,PHEV,2019,Vehicles,2900.0,10.917121668580322,6.016157159698354,1.8855533485144158,7.869264088428421,5.91011890765403,3.8501476017100584,4.741709550126918,6.994849985833071,1.506297153514587,5.5254529391317835,10.825483379363538
Australia,Historical,EV stock,Cars,PHEV,2019,Vehicles,8600.0,11.23211307545407,5.652489180268651,1.5238800240724537,7.9603236291488395,5.788766798561198,4.074311908471865,5.54494304200945,7.446707612072782,1.0986122886681098,5.659482215759621,10.795465099828
Australia,Historical,EV sales share,Cars,EV,2019,percent,1.20000004768372,10.83057973810414,6.052089168924417,1.864080130807681,7.4073177104694174,5.635360868537542,4.3694478524670215,5.2251013042167775,7.571628116838087,1.3862943611198906,5.232017294790805,10.832136209730056
Australia,Historical,EV charging points,EV,Publicly available slow,2019,charging points,1700.0,10.710900479224417,6.31678555351352,0.9202827531436925,7.394493107219038,5.883990688802749,4.454347296253507,5.048573133436648,7.029087564149662,1.6094379124341003,5.233138640523042,11.008827161953665
Australia,Historical,EV sales,Cars,BEV,2019,Vehicles,6300.0,10.516887815005818,6.043273958284346,1.8764069432883397,7.896437367611374,6.116818848260683,3.871201010907891,4.696746129475301,7.47366550105168,1.3862943611198906,5.237930216532941,10.850408357296667
Australia,Historical,EV stock,Cars,BEV,2019,Vehicles,12000.0,10.934333360250044,5.2832037287379885,1.8961194845522977,8.3133619511344,5.772530871817295,4.1588830833596715,5.783425102308398,7.198183577101943,1.6094379124341003,5.235856685205431,9.990398924525424
Australia,Historical,EV stock,Cars,BEV,2020,Vehicles,17000.0,10.572931006396837,6.2766434893416445,1.7316555451583497,8.375325433366791,6.723640114635406,4.183423245305645,4.77423762710363,7.470617221025047,1.791759469228055,5.638354669333745,10.846883593861508
Australia,Historical,EV sales,Cars,BEV,2020,Vehicles,5200.0,11.275010856752338,5.846785535738538,1.8578592709325787,7.258369896181475,5.143241258644277,3.8437441646748516,4.946487807605782,7.4709873773206485,1.5260563034950492,5.60947179518496,10.792333292496703
Australia,Historical,EV charging points,EV,Publicly available slow,2020,charging points,2300.0,10.914667466516603,4.663439094112067,2.262804222982201,7.6783263565068856,5.731170637975067,4.48863636973214,6.732949408529845,7.52131798019924,1.9459101490553132,5.308267697401205,10.825801508322577
Australia,Historical,EV sales share,Cars,EV,2020,percent,1.10000002384186,10.913501387292206,6.064877635028425,0.8415671856782185,7.616726594888967,5.8631481043925335,4.406719247264253,5.328021789254367,7.611347717403621,1.5085119938441398,5.231001659263169,10.825919985493496
Australia,Historical,EV stock share,Cars,EV,2020,percent,0.180000007152557,11.116707470218728,5.849238320877969,2.451005098112319,7.366255496969443,5.317335372383798,3.2188758248682006,4.006423680849631,7.460973503220871,1.9459101490553132,5.2211663073596215,11.452495824143766
Australia,Historical,EV stock,Cars,PHEV,2020,Vehicles,10000.0,10.91619240010764,5.393627546352362,1.8794650496471605,7.841221661256382,5.267394133894527,3.4657359027997265,4.9798323849412105,7.548097496843713,1.5216989981260935,5.327876168789581,10.82553866153529
Australia,Historical,EV sales,Cars,PHEV,2020,Vehicles,1700.0,10.805456211402726,6.041896220406669,1.8656293177945105,5.484796933490655,4.450852825603734,4.044278584548617,5.111083765393062,7.305860032684009,1.9459101490553132,5.351858133476067,10.834435343003902
Australia,Historical,EV sales,Cars,PHEV,2021,Vehicles,3400.0,10.737244142356664,5.917252723408029,1.8946168546677629,8.190077049719049,6.265890392749242,4.007333185232471,5.122057401132677,7.470360878686997,0.6931471805599453,5.384495062789089,11.084601062715981
Australia,Historical,EV stock,Cars,PHEV,2021,Vehicles,14000.0,10.931390855177566,6.248042874508429,2.405141681319138,7.949507932700851,6.361371559815432,4.1588830833596715,4.818586581543719,7.420788464290128,0.6931471805599453,5.236175970010187,9.365290731974005
Australia,Historical,EV stock,Cars,FCEV,2021,Vehicles,44.0,11.262320784758563,6.305179796606579,2.4060438013622756,8.207129168071326,6.63113183388709,4.574710978503383,5.358800801927547,7.621195162809845,1.6094379124341003,5.683579767338681,10.792837210925194
Australia,Historical,EV stock share,Cars,EV,2021,percent,0.319999992847443,10.580454536867036,6.184148890937483,1.927164106234258,8.0089276212482,6.290661320207592,3.784189633918261,4.507777839979442,6.961296045910167,1.791759469228055,5.237664619336087,10.847034437589151
Australia,Historical,EV sales share,Cars,EV,2021,percent,2.79999995231628,10.460471308283202,6.131226489483141,1.9810014688665833,6.459904454377535,5.344628269411287,3.992865393272247,4.537747509670657,7.643003635560718,1.5107219394949427,4.532599493153256,9.271623600393081
Australia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,2000.0,11.050175464435801,5.472396716147956,1.851599469584072,7.182352111885263,4.859192056947237,4.02535169073515,5.686093611785117,7.761319180947987,0.6931471805599453,5.407171771460119,10.814926734651946
Australia,Historical,EV sales,Cars,BEV,2021,Vehicles,17000.0,10.397787374344784,6.137727054086234,1.8748743759385615,8.247220052745229,6.560903359349308,4.07753744390572,4.847567194224188,7.577628714882366,1.3862943611198906,5.135798437050262,11.387124118407616
Australia,Historical,EV stock,Cars,BEV,2021,Vehicles,34000.0,11.20082774157066,5.69035945432406,1.8500283773520307,7.516977224604321,5.267600393885976,3.8157323451098595,5.187665096444442,7.537962659768208,0.6931471805599453,4.465908118654584,8.592115117933497
Australia,Historical,EV sales,Cars,FCEV,2021,Vehicles,44.0,10.643232018472856,5.4116460518550396,2.3105532626432224,7.392647520721623,4.980244812772187,4.499809670330265,5.995929564067141,7.1693500166706,1.791759469228055,5.234738384905166,10.844070426579176
Australia,Historical,EV sales,Cars,FCEV,2022,Vehicles,15.0,10.912120427584714,5.904271335405605,1.2296405510745139,7.091575711899828,4.656718447868668,4.110873864173311,5.228645693298717,7.160845906664299,1.5151272329628591,5.235058026908846,8.732304571033183
Australia,Historical,EV stock,Cars,BEV,2022,Vehicles,67000.0,10.932285203588544,6.263398262591624,1.8531680973566984,8.215817791832453,6.655170043567786,4.30406509320417,4.948405217560121,7.635062311188787,1.4861396960896067,5.236441962829949,11.30416547252328
Australia,Historical,EV sales,Cars,BEV,2022,Vehicles,33000.0,10.901649841795154,6.244166900663736,2.331172549845958,7.800441605953102,6.295395144391849,3.58351893845611,4.247065649239764,7.146772179452637,1.3862943611198906,4.51085950651685,11.404382111676576
Australia,Historical,EV sales share,Cars,EV,2022,percent,5.09999990463257,10.63291844517332,5.3768974666708935,1.8825138324965192,8.243282523048375,6.058679171784174,4.1588830833596715,5.835541464168558,7.618251097876695,1.4883995840570443,4.9344739331306915,11.144972881121836
Australia,Historical,EV stock,Cars,FCEV,2022,Vehicles,100.0,11.253960416615941,6.2653392348285495,0.9439058989071284,8.359134886757962,6.653185557980558,4.290459441148391,5.08009916575632,7.161622002939187,1.3862943611198906,5.442417710521793,9.681405937168297
Australia,Historical,EV stock,Cars,PHEV,2022,Vehicles,21000.0,10.540249549648204,4.506895616719751,1.8794650496471605,7.355001921105257,4.4435919903320364,4.59511985013459,6.5902186272177525,7.436080880981632,0.6931471805599453,5.365976015021851,11.427247743720848
Australia,Historical,EV sales,Cars,PHEV,2022,Vehicles,5900.0,10.908001959602744,5.568344503761097,1.8687205103641833,7.984803389734406,5.7990320465632985,4.5217885770490405,5.983684359789019,7.652070746116482,1.4861396960896067,4.727387818712341,11.258600796172443
Australia,Historical,EV charging points,EV,Publicly available fast,2022,charging points,470.0,10.910581778891881,5.267858159063328,1.8748743759385615,8.108018210230991,5.782840081892975,3.58351893845611,5.223432169356247,7.732369222284388,1.5151272329628591,5.220355825078324,11.226349447280967
Australia,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2100.0,10.355549946021075,5.492485145625673,2.388762789235098,6.937314081223682,4.076180591594429,3.7376696182833684,5.682592885973597,7.237059026124737,1.3862943611198906,5.393627546352362,10.858503490204683
Australia,Historical,EV charging points,EV,Publicly available fast,2023,charging points,660.0,11.24824351674751,5.916821816611886,0.8796267475025636,7.8804263442924,6.012222600192492,4.0943445622221,5.245812812565887,7.59488438721652,1.791759469228055,4.882801922586371,10.682009354665388
Australia,Historical,EV charging points,EV,Publicly available slow,2023,charging points,2100.0,10.93305411117744,6.361302477572996,1.8484548129046001,8.0507033814703,6.517434908200426,4.143293443953964,3.9548909056553216,7.468810031111814,1.9459101490553132,4.454347296253507,9.280985211545515
Australia,Historical,EV stock share,Cars,EV,2023,percent,1.20000004768372,10.904649623150663,4.404766121643371,1.873339456220478,7.473637108496206,4.493791598004702,4.382026634673881,6.445592827195427,7.484930283289661,1.791759469228055,5.627621113690637,11.191645243087512
Australia,Historical,EV sales,Cars,PHEV,2023,Vehicles,11000.0,10.908005072488526,5.41898512627301,1.8718021769015913,7.863178258558159,5.607968834803799,4.060443010546419,5.769695051346916,7.592870287844818,1.4996230464268938,5.228860101532815,11.201401418032876
Australia,Historical,EV stock,Cars,PHEV,2023,Vehicles,31000.0,11.006904944847303,6.049733455231958,1.9947003132247452,7.7336835707759,5.959380308635131,4.418840607796598,5.716468334463384,6.9985096422506015,1.0986122886681098,5.605802066295998,10.818372897316312
Australia,Historical,EV stock,Cars,FCEV,2023,Vehicles,65.0,10.39301803576196,6.320768294250582,1.5282278570085572,7.5569505720129,6.146115101976891,4.089666972670989,4.393708139447719,7.2196420401307355,1.5040773967762742,5.641907070938114,11.142151596651994
Australia,Historical,EV sales share,Cars,EV,2023,percent,12.0,10.746691329302752,5.517452896464707,1.2267122912954254,7.264646199596228,3.338967305126021,4.51085950651685,6.103855292687008,6.952728644624869,1.3862943611198906,5.529429087511423,10.837898320472846
Australia,Historical,EV sales,Cars,BEV,2023,Vehicles,87000.0,10.898001306690908,5.596939379038152,1.8671761085128091,7.6687153017349114,5.462559809942086,3.332204510175204,4.89470054929749,7.608374474380783,1.791759469228055,4.382026634673881,11.456206954358665
Australia,Historical,EV stock,Cars,BEV,2023,Vehicles,150000.0,10.902182263625088,5.908082938168931,1.5496879080283263,7.282073658093465,4.987707789452551,4.189654742026425,5.1893392039782915,7.256297239690681,1.5107219394949427,5.442417710521793,11.228358535418593
Australia,Historical,EV sales,Cars,FCEV,2023,Vehicles,6.0,10.919996762423157,6.247443081515765,1.4655675420143985,8.466320861042481,6.637952416617593,4.406719247264253,4.997279839049098,7.039660349862076,0.6931471805599453,5.262690188904886,11.159488131452981
Austria,Historical,EV stock share,Cars,EV,2010,percent,0.00789999961853,10.653888975677635,6.068425588244111,2.4336133554004498,7.8880869081996785,5.956847222086288,4.30406509320417,5.143416405330075,7.226936018493289,1.3862943611198906,5.2336188326091,11.193794004244857
Austria,Historical,EV stock share,Cars,EV,2011,percent,0.021999999880791,11.075799396633869,5.9703941164886905,2.322387720290225,7.44716835960004,5.698468379832432,4.14424522067556,5.343290732190768,7.478152735282237,1.501852701754163,5.225907951029896,11.034647699272247
Austria,Historical,EV charging points,EV,Publicly available fast,2011,charging points,0.100000001490116,10.864350039781693,5.8944028342648505,1.925707441737794,7.154615356913663,4.9062372780499945,4.442651256490317,5.456004642383631,7.584539310453387,1.3862943611198906,5.429345628954441,10.08539235583374
Austria,Historical,EV charging points,EV,Publicly available slow,2011,charging points,0.100000001490116,10.323512811975622,5.659482215759621,2.2181159363675955,7.998335395952982,5.833757551077946,4.02535169073515,5.302259585780661,7.709756864454165,1.0986122886681098,5.234791665668158,11.505830354094304
Austria,Historical,EV stock,Cars,BEV,2011,Vehicles,990.0,11.233158650714929,5.981414211254481,1.814824742159051,8.17695386822578,6.304503645525018,4.219507705176107,5.346917036384099,7.454152658855534,1.3862943611198906,5.313205979041787,11.080186791476603
Austria,Historical,EV stock,Cars,PHEV,2012,Vehicles,140.0,10.870642486751008,5.7197542441659,2.028148247292285,7.087573705557973,4.571820206306537,4.553876891600541,5.962370386903605,7.469654172932128,1.0986122886681098,5.497168225293202,11.082004077752629
Austria,Historical,EV charging points,EV,Publicly available fast,2012,charging points,0.100000001490116,10.914622719408696,5.823045895483019,0.712949807856125,7.722372024923095,5.7742720033705455,3.6888794541139363,4.9004483350615,7.583247524303362,1.9459101490553132,5.673323267171493,10.82575419304697
Austria,Historical,EV charging points,EV,Publicly available slow,2012,charging points,0.100000001490116,10.912857796305657,6.043226481666571,1.8562979903656263,8.16961956172385,6.420922836269428,4.001132180499922,4.6166045636137545,7.81035268372429,1.9459101490553132,5.230466699639862,11.161522314960594
Austria,Historical,EV stock share,Cars,EV,2013,percent,0.052999999374151,10.914580153228284,6.0330862217988015,1.1505720275988207,7.738052297689316,5.947094599372042,4.553876891600541,5.628484050605973,7.668093709082406,1.4951487660319727,4.787491742782046,10.828975856764325
Austria,Historical,EV sales share,Cars,EV,2013,percent,0.200000002980232,10.949841168708451,5.916202062607435,1.007957920399979,8.32457884513685,6.416732282512326,4.442651256490317,5.434202237568402,7.69389176638491,1.6094379124341003,5.332718793265369,11.272648470915174
Austria,Historical,EV charging points,EV,Publicly available fast,2013,charging points,0.100000001490116,11.197173081923356,5.68697535633982,1.8671761085128091,7.830898478976843,5.693361699828284,4.110873864173311,5.561681131348611,7.465758338598623,1.6094379124341003,5.219490586002066,11.508103859691012
Austria,Historical,EV charging points,EV,Publicly available slow,2013,charging points,0.100000001490116,10.924691840196425,5.8971538676367405,1.8748743759385615,8.381838423166567,6.400357108116404,4.418840607796598,5.429433344405574,7.607878073278507,1.0986122886681098,5.233405442370894,10.824166442346772
Austria,Historical,EV stock,Cars,PHEV,2013,Vehicles,410.0,10.769452942458217,5.655991810819852,2.1377104498038118,8.259458195332408,6.177093129659433,3.8501476017100584,5.342525621212357,7.459609595904748,1.9459101490553132,5.564520407322694,11.348156948223856
Austria,Historical,EV stock,Cars,BEV,2013,Vehicles,2100.0,10.65135963278532,6.1433268964172285,1.2237754316221157,8.06906376775613,6.351600993129775,4.189654742026425,4.994844608189932,7.4945581267615236,1.9459101490553132,5.293304824724492,10.943605240947042
Austria,Historical,EV sales,Cars,BEV,2013,Vehicles,650.0,10.389149202638569,4.718498871295094,1.425515074273172,7.22402480828583,4.118549250918918,4.382026634673881,6.571289042342924,7.088108232681247,1.6094379124341003,5.242593217775675,8.695674048824253
Austria,Historical,EV sales,Cars,FCEV,2014,Vehicles,6.0,10.653582013537823,6.22455842927536,1.8748743759385615,7.463363045520021,5.863886824735253,4.060443010546419,4.743626929135107,7.15305163493748,1.791759469228055,4.48863636973214,11.437134538982278
Austria,Historical,EV stock,Cars,FCEV,2014,Vehicles,3.0,10.913639961094859,6.306275286948016,0.8020015854720274,7.626540966097088,6.20046860526847,3.970291913552122,3.5920931854262443,7.4536661535754645,1.5085119938441398,5.3706380281276624,10.825914618542644
Austria,Historical,EV stock,Cars,PHEV,2014,Vehicles,780.0,10.914902992470333,5.837030493800918,1.873339456220478,7.7306140660637395,5.720705141852109,3.4657359027997265,4.559335649644292,7.466605059322925,1.9459101490553132,5.602118820879701,10.825741071607652
Austria,Historical,EV charging points,EV,Publicly available fast,2014,charging points,0.100000001490116,10.916577718361312,5.170483995038151,2.253394848803274,7.875499292445208,5.05465217951303,3.044522437723423,4.781808959646548,7.578145472419466,1.791759469228055,5.472270673671475,10.825473436202623
Austria,Historical,EV charging points,EV,Publicly available slow,2014,charging points,0.100000001490116,10.947467645551173,6.152732694704104,1.9960599327407849,7.595447608859119,5.967837616476825,4.290459441148391,5.045487504863466,7.529406457837013,1.501852701754163,5.226445354310242,11.349323596364334
