region,category,parameter,mode,powertrain,year,unit,value,Log_price,Log_range_km,Log_charging_time,Log_sales_volume,Log_co2_saved,Log_battery_capacity,Log_energy_efficiency,Log_weight_kg,Log_number_of_seats,Log_motor_power,Log_distance_traveled
Australia,Historical,EV sales,Cars,PHEV,2013,Vehicles,100.0,-2.3175543242662364,-0.24316538244353877,0.1789843116255244,-1.547192568645521,-1.3289841548071715,-0.39095128126923084,0.395281009277492,0.5300854664893209,0.4681661504009069,-0.17839002550199504,1.1972444584038486
Australia,Historical,EV stock,Cars,PHEV,2013,Vehicles,180.0,-0.42836790651600565,-0.8197008751134216,0.12564691842253536,-3.107620184281321,-2.87419793275508,-0.7262694120907849,0.7044034765722353,1.337389381080303,-0.994270131369175,-0.2546961189526558,0.20439554446795782
Australia,Historical,EV stock share,Cars,EV,2013,percent,0.004600000102073,-1.6354182357411626,0.3315993032265741,0.21165951844578124,0.34236446922461145,0.45059091475675106,-1.7722472903692168,-1.1076574950477924,-1.0152109118866457,-0.994270131369175,0.1510038639969825,1.2006559539909853
Australia,Historical,EV sales share,Cars,EV,2013,percent,0.034000001847744,1.621801426825755,0.13086062338951285,-0.006607776124676963,0.18252580908013355,0.23780929097470485,-0.7884338384947612,-0.6380272928361882,0.348630837465206,0.9901322523332338,1.4863883169209677,-0.24234649377534623
Australia,Historical,EV sales,Cars,BEV,2013,Vehicles,190.0,0.31116201519667697,0.7343064581104839,-0.20977655839972423,0.46830109829814465,0.7955632129460709,1.2398224134439695,0.20782811741462304,-0.5456781173952622,-2.15507111217676,-0.9415056778570633,0.1825194507362034
Australia,Historical,EV stock,Cars,BEV,2013,Vehicles,410.0,0.08095886270421115,0.8009548206211466,0.15581209357720982,0.3707146740193677,0.7360528033105561,0.24366448197315754,-0.38044028429578053,0.07606617147218163,0.15377854560011733,0.1472620698700585,0.18930291086374465
Australia,Historical,EV stock,Cars,BEV,2014,Vehicles,780.0,1.2231265262335467,-1.981357265437362,0.1789843116255244,0.06731233398276026,-1.018366717252604,-0.36039021821017764,1.2488829290951193,-1.4054748497817595,1.4314483033506302,0.13344745956847603,-0.644372422826922
Australia,Historical,EV sales,Cars,BEV,2014,Vehicles,370.0,0.1362639387846833,-1.605978218955062,1.1185198799238831,-0.20310582037912792,-1.0208399301717823,0.23648515661141178,1.2282826177625674,1.1889574925933768,0.1601617979170256,-1.4889565114311853,-1.1601858567026808
Australia,Historical,EV sales share,Cars,EV,2014,percent,0.159999996423721,0.1241521681917715,-1.4660519056437316,-0.2536293666218651,1.0800775891492465,0.06246479238537689,1.9117879260842037,1.879512939948843,-1.6073726746725627,-0.994270131369175,0.8446414250050078,0.602370941025739
Australia,Historical,EV stock share,Cars,EV,2014,percent,0.014000000432134,-0.7555843919173881,-2.2136414667293267,-0.29018744365320054,-0.7158920002638682,-0.5397052195885943,1.0309466149065387,2.154371609318282,1.7136877443569583,0.09567962432942774,1.2183347561134064,1.0610443112747647
Australia,Historical,EV stock,Cars,PHEV,2014,Vehicles,1100.0,-0.24387613133187808,1.0405926846930196,1.4470076940104086,-0.1944513099712069,0.4149734492309733,0.9035281801538885,-0.34526264275573937,-0.23384183283902424,0.1981652870919924,1.4071679303996922,-0.5128764409900238
Australia,Historical,EV sales,Cars,PHEV,2014,Vehicles,950.0,0.10676111029492352,0.3548558395359875,-0.128466365584839,1.1660040804063498,1.0553049952926379,0.09569197835050854,0.2656395661024988,-1.7333228828584981,0.9901322523332338,-0.1409116274780633,0.9118341867197066
Australia,Historical,EV sales,Cars,PHEV,2015,Vehicles,1000.0,-1.126924655024713,-1.1614175939642983,0.2051641439215578,0.575721325255213,0.06465121497059757,0.14742475440773517,0.9778325935021446,0.43365743855434946,-2.15507111217676,0.16135590956510995,0.21870267757956366
Australia,Historical,EV stock,Cars,PHEV,2015,Vehicles,2100.0,-1.6155640571996803,-0.8520864883093344,0.20841428783155214,-0.21615523005004986,-1.1862661192110808,0.6641792478848567,1.1050402450829864,-0.060251676569332877,-2.15507111217676,-2.081162606113329,1.3026310749910595
Australia,Historical,EV stock share,Cars,EV,2015,percent,0.027000000700355,-0.4816821723793282,-2.5146069389492554,-0.23757905153607944,1.2272366062638729,-0.4004409913490513,0.3364425891618441,0.7212705180053313,-0.41194172920956024,0.4681661504009069,-0.372695797397746,0.23795154770380741
Australia,Historical,EV sales share,Cars,EV,2015,percent,0.200000002980232,-0.8464905983451083,0.16444951558475043,1.4741931941993909,0.2745134338420826,0.004118276667946714,0.8373784310620739,0.35723725994608724,-0.5607811428957896,0.9901322523332338,1.3023297900220265,0.21294110659630647
Australia,Historical,EV sales,Cars,BEV,2015,Vehicles,760.0,0.30954896749002664,0.9806889729871596,0.6606433535204936,0.3026548003535224,0.7823585788911508,0.3352218151681975,-0.5932055800861781,0.028494766533244852,-0.994270131369175,0.1527032276818825,-0.9260692995018381
Australia,Historical,EV stock,Cars,BEV,2015,Vehicles,1500.0,-0.006534195251304589,0.19097097113454303,0.17568926931706969,-2.3633043178550714,-2.277116962220551,-0.01891928047978729,0.3230784970189834,-1.0218967183247274,-0.994270131369175,0.10977259492592942,1.186575508678272
Australia,Historical,EV stock,Cars,BEV,2016,Vehicles,2200.0,-0.8130106946298522,0.7039347155831976,0.17568926931706969,0.2326066091336801,0.5234350624434043,1.2683276632882665,0.5138520884907098,0.31857789247719426,0.11517723075672065,-0.9176431910880886,1.198730124812449
Australia,Historical,EV sales,Cars,BEV,2016,Vehicles,670.0,0.19381316570534332,-0.6452332290200613,0.18555926207156173,0.7036128344510727,0.21040134562172835,-1.427776508672008,-0.480351829470185,0.3969681519976957,0.4681661504009069,0.16288041674830145,-3.23132756420541
Australia,Historical,EV sales share,Cars,EV,2016,percent,0.150000005960464,-0.38852913338536155,0.06913276426182084,0.1591377637117267,-3.2291634093693555,-2.4794506328133905,-0.06508751209349656,0.6218056121180715,-1.1199515369941757,-0.994270131369175,0.1499838104858128,-0.5632790777394246
Australia,Historical,EV stock share,Cars,EV,2016,percent,0.037000000476837,-1.1791816549829697,-0.11453219120041702,0.214899850596844,1.00946126957512,0.7976133160048993,0.16791769519383062,0.5611396702460065,-0.47386744305242506,1.4314483033506302,0.16626560073208377,0.21920582729439622
Australia,Historical,EV stock,Cars,PHEV,2016,Vehicles,2800.0,0.6926849248638481,0.005697929470349886,0.17238916160722234,0.4974156956633833,0.30384032381253995,0.9359776503079213,0.5308719322352813,0.5842506450409451,0.4681661504009069,0.12608936187599587,1.0310334382673947
Australia,Historical,EV sales,Cars,PHEV,2016,Vehicles,700.0,-1.8135097794353496,0.7134035312220596,1.1417735943160678,0.23686932793550172,0.5649958887367511,-1.6817222525590807,-2.5558017113811347,-0.828647687492156,1.4314483033506302,1.1320649208151938,-0.9319406792124245
Australia,Historical,EV sales,Cars,PHEV,2017,Vehicles,1100.0,1.2663623100628014,-0.188073326733426,-0.20583400514741734,1.1190306385996305,0.7983194789964677,0.769487700724649,0.5631120774269252,-1.6673929868881463,-2.15507111217676,-0.1409116274780633,-0.651005589210389
Australia,Historical,EV stock,Cars,PHEV,2017,Vehicles,3900.0,-0.5811539491085445,0.5048219506596613,0.19211413630178403,0.69030390402157,0.7061893088416723,-0.09472855900725934,-0.0575930660223531,-1.8200743629655292,0.9901322523332338,-0.989773678365328,-1.8725825799445932
Australia,Historical,EV sales share,Cars,EV,2017,percent,0.259999990463257,0.026893530288139712,0.2028063216552029,0.14580405846941746,-0.36973627469282383,-0.01569017229352837,0.23648515661141178,0.1506650990650669,1.3173377751032023,0.4681661504009069,0.022489680564269646,1.0765990572969448
Australia,Historical,EV charging points,EV,Publicly available fast,2017,charging points,40.0,0.0956383511311857,1.1818569555936742,-0.5651685795623734,-0.06156668122824009,0.593892118240487,1.1818492127592826,-0.14387022436574487,-0.2734581542000296,-0.994270131369175,0.14470832437229106,0.18932088081281892
Australia,Historical,EV charging points,EV,Publicly available slow,2017,charging points,440.0,-0.6185062726678483,0.5146894716482106,0.6737571367717234,-2.4259458025743434,-1.6492276986261845,-0.3476299340094517,-0.2870986582610607,-1.776493665763101,-2.15507111217676,1.0433936311479846,0.20904339698776694
Australia,Historical,EV sales,Cars,BEV,2017,Vehicles,1200.0,0.15211992260181506,0.9095122083390972,1.3423600828378688,1.2459445203955202,1.503810255375739,-0.33387714965675025,-0.7117319703577595,0.6388092444268392,-2.15507111217676,1.2904652433906458,0.18593055953319357
Australia,Historical,EV stock,Cars,BEV,2017,Vehicles,3400.0,1.0986800813391147,-1.6792777563596573,0.32840926612961635,0.7326005939691106,-0.3284594662301024,-1.5899705390897083,0.3349845381087397,-1.8400213970038442,-0.994270131369175,-2.5212580666173374,0.5896669487399977
Australia,Historical,EV stock,Cars,BEV,2018,Vehicles,5200.0,0.04153662391941643,0.48159260676102483,0.14245765149014836,-1.8607798185837674,-0.867954550089902,0.12323508991797638,-0.008587626000305763,0.15419462587582689,0.1601617979170256,-1.2691709511318887,0.5927371440679987
Australia,Historical,EV sales,Cars,BEV,2018,Vehicles,1800.0,0.06389088871109157,-0.014544720720116096,0.7758795847858655,0.19092500166648685,0.14623747112049665,0.31191666654443,0.6031180402746805,-0.21977560881046537,0.14096918428400912,0.13652255433115032,0.8553219421349145
Australia,Historical,EV charging points,EV,Publicly available slow,2018,charging points,670.0,0.6239464747869333,0.9046876421985718,-3.2498478360691836,0.08620237664263182,0.5890707567751072,1.2398224134439695,0.08774173056258336,0.6292007951033182,0.4681661504009069,0.13002720254229835,0.7489681355964365
Australia,Historical,EV sales share,Cars,EV,2018,percent,0.419999986886978,0.1274121615435624,-1.1027422636897746,-0.11709800904771696,0.7437836528375344,-0.00153501781085084,0.15136155716666536,0.8234352482958738,-0.273969739957949,1.4314483033506302,-0.372695797397746,0.1875513685158739
Australia,Historical,EV stock share,Cars,EV,2018,percent,0.076999999582768,-1.5661383419003023,1.0039321338670655,-1.2314076307189057,0.3485134368885955,0.9020357847312666,0.5870807327875263,-0.3429221865366858,1.0119995290926826,0.1665308494384096,0.17454413034769128,-0.8814046528096323
Australia,Historical,EV stock,Cars,PHEV,2018,Vehicles,5700.0,0.19413016572012745,-0.8094822374857665,0.23102854887360105,1.1522283607355381,0.4815216032151959,-0.491589619309556,0.0744620508042764,-0.14455405063526555,-0.994270131369175,1.519745973426549,-1.20261472234528
Australia,Historical,EV sales,Cars,PHEV,2018,Vehicles,1800.0,0.47060951827328634,0.5182359873019562,1.187538730763253,-0.3171848278750961,-0.08264969303982353,-0.27649017755378275,-0.4097707965462745,-1.47510197411614,-0.1706687284743508,-1.0635752899657673,1.11701974747461
Australia,Historical,EV sales,Cars,PHEV,2019,Vehicles,2900.0,0.10732725122491268,0.5670961813424943,0.20190907181572657,0.2246996196540153,0.32021848728864166,-0.43611008615860003,-0.7246550614108836,-2.073764534915366,0.17288576320894405,1.0816982259763797,0.18878954079620658
Australia,Historical,EV stock,Cars,PHEV,2019,Vehicles,8600.0,1.5032730630795563,-0.2671873857530236,-0.5745021579285728,0.37127661608097334,0.1665941970590938,0.14216632106784308,0.573885928036447,0.00017399653290154737,-0.994270131369175,1.508665520209521,0.13945447838460515
Australia,Historical,EV sales share,Cars,EV,2019,percent,1.20000004768372,-0.27620018083123515,0.649527097798321,0.15581209357720982,-0.5188876206927949,-0.02760825474056794,0.9035281801538885,0.05681634508560314,0.5735347924029108,-0.1706687284743508,0.14692168872985323,0.19972347193497741
Australia,Historical,EV charging points,EV,Publicly available slow,2019,charging points,1700.0,-0.8065821422222668,1.2567618735368606,-1.870256275584837,-0.5395311667719436,0.2871417727099129,1.1225431787394582,-0.22856650792879857,-1.916620716219282,0.4681661504009069,0.1504938780696685,0.49011516960696166
Australia,Historical,EV sales,Cars,BEV,2019,Vehicles,6300.0,-1.6663870770637568,0.6293042962499698,0.1822743040587337,0.2684399857287513,0.5818878715586393,-0.3817986303935751,-0.79734481517731,0.12390545846507493,-0.1706687284743508,0.1657580524018176,0.2297537586316423
Australia,Historical,EV stock,Cars,BEV,2019,Vehicles,12000.0,0.1836042174435881,-1.1143578852361473,0.22459160359347052,0.9395564080814414,0.14604051454878003,0.360334484748811,0.9594260401901892,-1.1405029383819594,0.4681661504009069,0.15915255483673707,-1.1836723169735588
Australia,Historical,EV stock,Cars,BEV,2020,Vehicles,17000.0,-1.4180207515131176,1.164672752739348,-0.128466365584839,1.0392979732367624,1.3500861916364473,0.4236407126129597,-0.6720688063691991,0.10991444661807354,0.9901322523332338,1.4413610360087326,0.2239608075781375
Australia,Historical,EV sales,Cars,BEV,2020,Vehicles,5200.0,1.6933829417442032,0.17854406624138966,0.14245765149014836,-0.7586463880878488,-0.6506013476752882,-0.45262902539612143,-0.39360193206404165,0.11161339194847085,0.22945398626582408,1.3493509697362265,0.13430735094954627
Australia,Historical,EV charging points,EV,Publicly available slow,2020,charging points,2300.0,0.09645097645191868,-2.5361477578177434,1.011760934182334,-0.08264960513028341,0.0936810078600266,1.2109986625976288,2.4944669026115576,0.3426210602036,1.4314483033506302,0.38982703676922625,0.18931238595228758
Australia,Historical,EV sales share,Cars,EV,2020,percent,1.10000002384186,0.0912832690984194,0.6788648666490806,-2.039236530432734,-0.18180569538877991,0.2607563455384793,0.9996771549260567,0.22320192266141475,0.7558400259166522,0.17922660185440206,0.14368625268131185,0.1895071032616116
Australia,Historical,EV stock share,Cars,EV,2020,percent,0.180000007152557,0.991830630755057,0.18417095244306422,1.4157754495580075,-0.5849847684913803,-0.43020893046631553,-2.0646011709745995,-1.9133490711442374,0.06565165945005653,1.4314483033506302,0.11235448923570929,1.2192849114406716
Australia,Historical,EV stock,Cars,PHEV,2020,Vehicles,10000.0,0.10320901687241692,-0.8610367746008567,0.18883920104803778,0.1795602008201402,-0.4934314601236275,-1.427776508672008,-0.33969568825893015,0.4655338278484021,0.21697951128680185,0.45229231438159606,0.18888039708230456
Australia,Historical,EV sales,Cars,PHEV,2020,Vehicles,1700.0,-0.38753998602126627,0.6261436548514243,0.1591377637117267,-3.613536669310105,-1.5271224265766317,0.06468938949792033,-0.12750919558812898,-0.6462889709873803,1.4314483033506302,0.5286899107143418,0.2035020990019783
Australia,Historical,EV sales,Cars,PHEV,2021,Vehicles,3400.0,-0.6898350646325871,0.34020145709632615,0.2213658785049472,0.7411067957586769,0.7706032584330322,-0.03061861510242275,-0.10976875528632088,0.10873788519418641,-2.15507111217676,0.6326589968085152,0.6146496259822372
Australia,Historical,EV stock,Cars,PHEV,2021,Vehicles,14000.0,0.17056393271629103,1.0990606441297357,1.3173195518563696,0.3538667731686399,0.8914765306858577,0.360334484748811,-0.6003724244807682,-0.11878984554294397,-2.15507111217676,0.16016967715960795,-2.21103804781157
Australia,Historical,EV stock,Cars,FCEV,2021,Vehicles,44.0,1.6371444143898919,1.230137334619934,1.3192561506728584,0.7685553011104432,1.232976410219758,1.4330452329579408,0.27296056690964016,0.8010378831139676,0.4681661504009069,1.5854313332782894,0.135135541222427
Australia,Historical,EV stock share,Cars,EV,2021,percent,0.319999992847443,-1.3846787598871486,0.952482711662038,0.2912357027518128,0.4495136368249899,0.8019617257688214,-0.6062617806615366,-1.102838886447943,-2.2277705864832393,0.9901322523332338,0.16491195877697695,0.224208719344996
Australia,Historical,EV sales share,Cars,EV,2021,percent,2.79999995231628,-1.9164078222660894,0.831074470183565,0.4068094266144953,-2.043922651117624,-0.3956578051047557,-0.06794116156896655,-1.0543886600473598,0.90113452710882,0.18555342758535776,-2.081162606113329,-2.364980040955776
Australia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,2000.0,0.6969810799411417,-0.6803339696487274,0.12901961297722228,-0.8810109246209525,-1.0101901288442767,0.01586370305160237,0.8020758658190146,1.444179845365325,-2.15507111217676,0.7048985342214327,0.17143968818100555
Australia,Historical,EV sales,Cars,BEV,2021,Vehicles,17000.0,-2.1942038927061316,0.8459872877313406,0.1789843116255244,0.8330889173917155,1.144071490186457,0.15048723115837445,-0.5535211491726548,0.6010763691586828,-0.1706687284743508,-0.15959571088096153,1.1118464695197203
Australia,Historical,EV stock,Cars,BEV,2021,Vehicles,34000.0,1.364626008417125,-0.18030993403077497,0.12564691842253536,-0.34237056290436635,-0.4931703476878733,-0.524891084471973,-0.003704600284730196,0.4190168988418986,-2.15507111217676,-2.2936164552634275,-3.481752684493467
Australia,Historical,EV sales,Cars,FCEV,2021,Vehicles,44.0,-1.106468114726432,-0.8197008751134216,1.1142647355326927,-0.5425019760171577,-0.856944801400378,1.2398224134439695,1.3029696757866571,-1.272843367102935,0.9901322523332338,0.15559006710750536,0.21933736527579625
Australia,Historical,EV sales,Cars,FCEV,2022,Vehicles,15.0,0.08516327700357056,0.31042110990849625,-1.2061518142092211,-1.027132154214787,-1.2665092379016696,0.23648515661141178,0.06254635329860914,-1.3118755763510415,0.1981652870919924,0.15660832733294652,-3.251351224945019
Australia,Historical,EV stock,Cars,BEV,2022,Vehicles,67000.0,0.17452741200937147,1.134287138263954,0.13238701702847494,0.7825412312382942,1.2634073020121783,0.734860350438926,-0.39050216662292586,0.8646853943526999,0.11517723075672065,0.16101703109150028,0.9755038797506992
Australia,Historical,EV sales,Cars,BEV,2022,Vehicles,33000.0,0.038760835344391294,1.090168848678868,1.1585285643849528,0.11391723827948061,0.8079544554033892,-1.1239317455359612,-1.5243171608792503,-1.3764712442127451,-0.1706687284743508,-2.150418096438666,1.1402099929526717
Australia,Historical,EV sales share,Cars,EV,2022,percent,5.09999990463257,-1.1521747249340986,-0.8994169217238885,0.19538408307644367,0.82675074270139,0.5082866247434995,0.360334484748811,1.0436795390547322,0.7875251982562246,0.12164703572059687,-0.8009405040790393,0.7138707497454662
Australia,Historical,EV stock,Cars,FCEV,2022,Vehicles,100.0,1.6000938135176634,1.138739884540916,-1.8195440045570592,1.0132363252901815,1.260895065578155,0.6997618653034253,-0.17760020035391075,-1.3083134455489174,-0.1706687284743508,0.8171789524442058,-1.6915024975128474
Australia,Historical,EV stock,Cars,PHEV,2022,Vehicles,21000.0,-1.5628549967592018,-2.8952710738963403,0.18883920104803778,-0.6030994584643938,-1.5363141964883924,1.4856939758953283,2.2637223285086883,-0.04860063023766161,-2.15507111217676,0.5736642165941339,1.1777896744480547
Australia,Historical,EV sales,Cars,PHEV,2022,Vehicles,5900.0,0.06691148344593754,-0.46022203504743714,0.16577368751976365,0.4106812710078014,0.17958936830203084,1.296521374111262,1.283173564394402,0.9427507992673507,0.11517723075672065,-1.4606396397535073,0.9006183038178209
Australia,Historical,EV charging points,EV,Publicly available fast,2022,charging points,470.0,0.07834445543635564,-1.1495618551522369,0.1789843116255244,0.6090180752656638,0.15909133906714165,-1.1239317455359612,0.054117951585807185,1.3113051714200827,0.1981652870919924,0.10977259492592942,0.8476131904323047
Australia,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2100.0,-2.3813872884602327,-0.6342494982352744,1.2821586624973336,-1.2754444816166788,-2.0014343808449118,-0.7262694120907849,0.7964164454823189,-0.9620721960999786,-0.1706687284743508,0.6617516838299231,0.24305811495807247
Australia,Historical,EV charging points,EV,Publicly available fast,2023,charging points,660.0,1.5747582575184298,0.3392129222807632,-1.9575333214798414,0.2426673133733877,0.44947546859119186,0.1938445351655364,0.09029943912537824,0.6802765456338785,0.9901322523332338,-0.9655482605691107,-0.04701011436214685
Australia,Historical,EV charging points,EV,Publicly available slow,2023,charging points,2100.0,0.17793497585080217,1.358887274455307,0.1222689167145113,0.5167593686655328,1.0890431103334421,0.320117909702954,-1.9966591193009087,0.1016197967614607,1.4314483033506302,-2.330444924265791,-2.3495942267910483
Australia,Historical,EV stock share,Cars,EV,2023,percent,1.20000004768372,0.05205495108318522,-3.1295643421450405,0.17568926931706969,-0.41213441185049554,-1.4727645873702226,0.9359776503079213,2.0299141875900983,0.1756086157762462,0.9901322523332338,1.4071679303996922,0.7905768077241558
Australia,Historical,EV sales,Cars,PHEV,2023,Vehicles,11000.0,0.06692527880598668,-0.8028644486724551,0.17238916160722234,0.2149033626545722,-0.06228488106167274,0.1063887408617361,0.9372294633033126,0.6710322216464762,0.15377854560011733,0.13686404836462057,0.806611087745375
Australia,Historical,EV stock,Cars,PHEV,2023,Vehicles,31000.0,0.5052193388961117,0.644122901296108,0.43621700487757625,0.006457962664603713,0.3825803845643262,1.0309466149065387,0.8511809178859832,-2.0569674244641356,-0.994270131369175,1.3376605819813179,0.17710345881535317
Australia,Historical,EV stock,Cars,FCEV,2023,Vehicles,65.0,-2.2153401461870965,1.2658986008180027,-0.5651685795623734,-0.2780261443632008,0.6189751230055365,0.18177776272004317,-1.287248753929025,-1.0420127708674265,0.1665308494384096,1.4526776627876585,0.7092339668400445
Australia,Historical,EV sales share,Cars,EV,2023,percent,12.0,-0.6479680144102107,-0.5769714715445345,-1.212437966995305,-0.7485435290582452,-2.9347009612787542,1.2683276632882665,1.477446940299629,-2.267093290379652,-0.1706687284743508,1.0943647519611313,0.20919350477885015
Australia,Historical,EV sales,Cars,BEV,2023,Vehicles,87000.0,0.022591640925009947,-0.3946230934408541,0.1624582897295195,-0.09812035679260839,-0.24636374383828158,-1.7722472903692168,-0.4773233883081092,0.7421934193079754,0.9901322523332338,-2.560831582828047,1.225384156420814
Australia,Historical,EV stock,Cars,BEV,2023,Vehicles,150000.0,0.04112036645355154,0.3191652329262159,-0.5190998665093928,-0.720490845048742,-0.847497132924806,0.4397160976168953,-0.0009981677524502864,-0.8737725413554683,0.18555342758535776,0.8171789524442058,0.8509151281247257
Australia,Historical,EV sales,Cars,FCEV,2023,Vehicles,6.0,0.12006878994950262,1.0976846708086223,-0.699682708564959,1.1857717679843183,1.2416108475505827,0.9996771549260567,-0.3114894013578532,-1.8680936882343904,-2.15507111217676,0.24463409109216372,0.7377265733331972
Austria,Historical,EV stock share,Cars,EV,2010,percent,0.00789999961853,-1.0592397318166404,0.6870041564191408,1.3784402538613014,0.2549983930118544,0.37937365312747584,0.734860350438926,-0.07523889227090477,-1.00853483026136,-0.1706687284743508,0.15202359098653778,0.794108298117523
Austria,Historical,EV stock share,Cars,EV,2011,percent,0.021999999880791,0.8105385296193772,0.4621120829624928,1.1396699982217324,-0.4547407074861318,0.05228196474803101,0.32257320702926373,0.2478863369305204,0.14450098995544863,0.1601617979170256,0.12745959775417406,0.5325512398889152
Austria,Historical,EV charging points,EV,Publicly available fast,2011,charging points,0.100000001490116,-0.12654050706514253,0.2877819753151619,0.2881086524647355,-0.925658308104362,-0.9506337786940332,1.0923709182634747,0.43010437682236585,0.6327946573931138,-0.1706687284743508,0.7755361753045128,-1.0275505493439485
Austria,Historical,EV charging points,EV,Publicly available slow,2011,charging points,0.100000001490116,-2.523366092067733,-0.2511448004163064,0.9158277115175271,0.4324635116325349,0.22354971661245707,0.01586370305160237,0.18155366281272955,1.2075188514208792,-0.994270131369175,0.1557597997493732,1.3069402469401008
Austria,Historical,EV stock,Cars,BEV,2011,Vehicles,990.0,1.5079067336322258,0.48739306586715136,0.050074583266705906,0.7199826333520697,0.8194852564096388,0.516727752704362,0.2537487725520834,0.03434531177588938,-0.1706687284743508,0.4055585605324651,0.6073947682600128
Austria,Historical,EV stock,Cars,PHEV,2012,Vehicles,140.0,-0.09865430191335083,-0.11287592413600596,0.5080203419410831,-1.0335741158657006,-1.3739851787750328,1.379299562667885,1.2487165008887298,0.10549424336918103,-0.994270131369175,0.9915936753911243,0.610381479465139
Austria,Historical,EV charging points,EV,Publicly available fast,2012,charging points,0.100000001490116,0.09625267092194294,0.12408342391319432,-2.315341981769008,-0.011750040614709044,0.14824467977560515,-0.8521333431128966,-0.46803127650182,0.6268656104647184,1.4314483033506302,1.5527579485158984,0.1892346232653143
Austria,Historical,EV charging points,EV,Publicly available slow,2012,charging points,0.100000001490116,0.0884310702046882,0.629195381073844,0.13910601982963366,0.7081767247188567,0.9668647760645207,-0.04661533995899469,-0.9269050355633021,1.6692340766857503,1.4314483033506302,0.14198207081422892,0.7410697552829157
Austria,Historical,EV stock share,Cars,EV,2013,percent,0.052999999374151,0.09606403059723732,0.6059328101237562,-1.3758897666571914,0.01349022819232156,0.36702743390184617,1.379299562667885,0.7089418302848827,1.0162930797408247,0.14096918428400912,-1.2691709511318887,0.19452942973070933
Austria,Historical,EV sales share,Cars,EV,2013,percent,0.200000002980232,0.25233009312195825,0.33779115679465654,-1.6820422718771513,0.9576120518845078,0.9615597933047149,1.0923709182634747,0.39485769375049207,1.1347011400881117,0.4681661504009069,0.4677191100894881,0.923705666614544
Austria,Historical,EV charging points,EV,Publicly available fast,2013,charging points,0.100000001490116,1.3484296718915012,-0.188073326733426,0.1624582897295195,0.1629431496014369,0.04581722262750782,0.23648515661141178,0.6009454260673268,0.08761312226554036,0.4681661504009069,0.10701626588685938,1.3106767549026554
